Id,Title,Author,SourceId,SourceName,PublishedAt,Url,Description,Content,UrlToImage
"63d4bf31-6b27-4e7b-b398-5905dcb1956f","Wandering Salamander: The tree‑climbing amphibian with a blood‑powered grip - Live Science","Hannah Osborne","f29f624e-739c-4c89-875d-67cb1986fbad","Live Science","2025-04-26T12:00:00.0000000Z","https://www.livescience.com/animals/newts-salamanders/wandering-salamander-the-tree-climbing-amphibian-with-a-blood-powered-grip","Wandering salamanders control their veritable grip by pumping blood into and draining it from translucent toes, as they glide and land on towering redwoods.","Name: Wandering salamander (Aneides vagrans)
Where it lives: Coastal redwood forests of North America
What it eats: Insects, spiders, small arthropods, and snails
You may like
Why it's awesome: T… [+2706 chars]","https://cdn.mos.cms.futurecdn.net/dKBe6a3KHAyQJGJJ3gPAvb.jpg"
"ef4087e9-3120-42b0-86f3-ea0f79af08d9","10 deep sea creatures you’ve never heard of - Times of India","Rose Nigam","294dedb7-a36d-465e-b0af-88a6726dd625","The Times of India","2025-04-26T11:51:31.0000000Z","https://timesofindia.indiatimes.com/life-style/spotlight/web-stories/10-deep-sea-creatures-youve-never-heard-of/photostory/120645962.cms","​ The deep sea is Earth’s final frontier, cold, dark, and packed with creatures that seem straight out of science fiction. These creatures elated in the deep water levels include fish with transparent heads and worms that feast on bones. Here are 10 such deep…","The dumbo octopus is found as deep as 4,000 meters in the sea, its most recognising feature is its slapping ear-like fins that it uses to move through the depths. It doesnt ink or change colour, just… [+92 chars]","https://static.toiimg.com/thumb/msid-120646053,imgsize-809495,width-900,height-1200,resizemode-6/120646053.jpg"
"7ad5fcc8-d55a-4041-8a4e-c19fb20ae52c","Orion Comes Alive: NASA Capsule Throws Off Its Cover in Major Test - The Daily Galaxy","","93cf9583-cb30-424e-aad1-408d103e4ada","The Daily Galaxy --Great Discoveries Channel","2025-04-26T11:30:00.0000000Z","https://dailygalaxy.com/2025/04/orion-comes-alive-nasa-capsule-throws-off-its-cover-in-major-test/","NASA’s Orion capsule just pulled off a dramatic move during a high-stakes test. Inside one of the world’s most extreme facilities, the spacecraft faced brutal conditions.","NASAs Orion crew module recently reached a significant milestone in preparations for the Artemis 2 mission, the first crewed flight to the moon since Apollo. 
Engineers successfully conducted a forw… [+2618 chars]","https://dailygalaxy.com/wp-content/uploads/2025/04/The-Orion-Crew-Module.jpg"
"4e635c11-2f29-4a24-a21a-f76cd41c8622","Weekend reads: Retractions as censorship; the carbon footprint when science doesn’t self-correct; NEJM vs. the feds - Retraction Watch","","f80d70e9-7ca7-4a7e-bfcd-e3c8c19587dd","Retractionwatch.com","2025-04-26T10:00:00.0000000Z","https://retractionwatch.com/2025/04/26/weekend-reads-retractions-censorship-carbon-footprint-science-doesnt-self-correct-nejm-feds/","Suspended UK surgeon earns nine expressions of concern, one withdrawal UC Davis research director loses three papers for image manipulation Sodom comet paper to be retracted two years after editor’…","Dear RW readers, can you spare $25?
The week at Retraction Watch featured:
<ul><li>Suspended UK surgeon earns nine expressions of concern, one withdrawal</li><li>UC Davis research director loses th… [+3732 chars]","https://retractionwatch.com/wp-content/uploads/2018/02/retractionwatch31.jpg"
"9c303877-cdd6-44cc-8d3e-d1e831cc1d21","How are scientists making running shoes more sustainable, while still maintaining performance? We asked the experts. - Live Science","Lou Mudge","0f407328-e8af-47e2-a210-8db83c3920bc","Live Science","2025-04-26T10:00:00.0000000Z","https://www.livescience.com/health/exercise/how-are-scientists-making-running-shoes-more-sustainable-while-still-maintaining-performance","Why are running shoes so hard to recycle, and can this ever be improved? The answer may surprise you.","Finding a running shoe that performs well for you is a difficult task. Different runners have different requirements: some people love a well-stacked running shoe, and some want a thinner-than-paper … [+11517 chars]","https://cdn.mos.cms.futurecdn.net/9vHy8zipUueDBSZsVhRtSb.jpg"
"f87cf8fb-83eb-45e4-bf19-83657126a3b2","Durham Uni study finds chimpanzees more empathetic than assumed - BBC","","ab2accdc-3541-4beb-9e41-da3f31c682bb","BBC News","2025-04-26T09:32:39.0000000Z","https://www.bbc.com/news/articles/c5y45ylrv0xo","Durham University finds that chimpanzees are as likely to console as the 'more empathic' bonobo.","Pamela TickellBBC News, North East and Cumbria
Chimpanzees consoled each other by embracing, holding hands, and touching, researchers found
Chimpanzees comfort each other when in distress, despite … [+1847 chars]","https://ichef.bbci.co.uk/news/1024/branded_news/0e38/live/08183320-20f7-11f0-b122-c52cf00da345.jpg"
"263ecb1a-8f02-4fb9-975b-5c3eac051de4","Science news this week: A 'skull' on Mars and the discovery of a brand-new color - Live Science","Pandora Dewan","e6cf78d1-79ef-4257-9e0b-b31ca32b721f","Live Science","2025-04-26T04:01:11.0000000Z","https://www.livescience.com/animals/science-news-this-week-a-skull-on-mars-and-the-discovery-of-a-brand-new-color","April 25, 2025: Our weekly roundup of the latest science in the news, as well as a few fascinating articles to keep you entertained over the weekend.","NASA scientists have discovered a mysterious structure on Mars
 that may offer new insights into the Red Planet's watery past.
The dark, pitted rock, nicknamed 'Skull Hill', was discovered by NASA'… [+6204 chars]","https://cdn.mos.cms.futurecdn.net/GrHcoXgkDT7rcmJMXCzNzM.png"
"9efdcd50-f879-4ddd-adb7-0dd54e04fa5f","Mathematicians just solved a 125-year-old problem, uniting 3 theories in physics - Live Science","Jack Murtagh","a99af6fc-ba0a-4723-8550-374750c41759","Scientific American","2025-04-25T21:12:00.0000000Z","https://www.scientificamerican.com/article/lofty-math-problem-called-hilberts-sixth-closer-to-being-solved/","A breakthrough in Hilbert's sixth problem is a major step in grounding physics in math","When the greatest mathematician alive unveils a vision for the next century of research, the math
 world takes note. That's exactly what happened in 1900 at the International Congress of Mathematici… [+7079 chars]","https://cdn.mos.cms.futurecdn.net/ERNsFE9UHeeDBprQ43gUvE.jpg"
"a57d6cec-94de-4073-9d40-d02df75c99ff","New study: There are lots of icy super-Earths - Ars Technica","John Timmer","84096600-45f5-4b1a-9668-649d3d63483f","Ars Technica","2025-04-25T21:06:25.0000000Z","https://arstechnica.com/science/2025/04/new-study-there-are-lots-of-icy-super-earths/","“Microlensing” lets us find planets at much greater distances from their star.","","https://cdn.arstechnica.net/wp-content/uploads/2025/04/image-4-1041x648.jpeg"
"819f8fe3-f80c-46a1-bd65-d33068711603","SpaceX’s Brand New Raptor Rocket Engine Potentially Spotted During Transport In Texas! - Wccftech","","95787f76-a1d8-4c17-a287-5ceb09929e1a","Wccftech","2025-04-25T20:40:00.0000000Z","https://wccftech.com/spacexs-brand-new-raptor-rocket-engine-potentially-spotted-during-transport-in-texas/","A potential SpaceX Raptor 3 vacuum engine might have been spotted for the first time in McGregor, Texas. Take a look.","A potentially brand new SpaceX Raptor engine, which could be used on future rockets, has been spotted in McGregor, Texas, by local media. SpaceX SpaceX's Raptor engines power the Starship rocket, whi… [+2567 chars]","https://cdn.wccftech.com/wp-content/uploads/2024/08/SPACEX-RAPTOR-3-1.jpeg"
"224d1df4-ee69-4c3a-9fc7-52de37e4370f","Blue Origin test fires second stage and continues preparations for New Glenn’s second flight - NASASpaceFlight.com -","Justin Davenport","e99272a3-a5be-4e2a-b233-4d9693e434ae","NASASpaceflight.com","2025-04-25T20:09:35.0000000Z","https://www.nasaspaceflight.com/2025/04/blue-origin-gs2-test/","Blue Origin recently test-fired the second stage for New Glenn’s second flight, while other preparations…","22Blue Origin recently test-fired the second stage for New Glenns second flight, while other preparations for this and other future flights are underway at the companys facilities in Florida. The sec… [+5043 chars]","https://www.nasaspaceflight.com/wp-content/uploads/2025/04/Screenshot-2025-04-25-at-4.08.34 PM-630x340.png"
"799431bc-0e7c-4044-bd64-b4f518a3061d","Hubble helps explore the wreckage of a supernova star explosion in a satellite galaxy of the Milky Way (image) - Space","Robert Lea","ff443bf5-6c94-4310-86e9-646e959f5dfb","Space.com","2025-04-25T20:00:00.0000000Z","https://www.space.com/the-universe/hubble-helps-explore-the-wreckage-of-a-supernova-star-explosion-in-a-satellite-galaxy-of-the-milky-way-image","""Thanks to the high resolution of our new images, we detected a faint structure on the northeast side of this supernova remnant that had not been observed before.""","The Hubble Space Telescope may have just celebrated its 35th birthday on April 24, but it's still providing groundbreaking astronomy. 
Case in point: Astronomers have used Hubble along with an array… [+5630 chars]","https://cdn.mos.cms.futurecdn.net/XGbxB8wLXGJusC3GjRvX3g.png"
"d7988c89-e4ba-441a-bf22-3d8e04795db1","Serotonin Neurons Challenge Old Views of Brain Function - Neuroscience News","Neuroscience News","8cd37485-626e-44bf-bcc2-642fd19ac11a","Neurosciencenews.com","2025-04-25T19:46:14.0000000Z","https://neurosciencenews.com/serotonin-neurons-decision-making-28734/","Serotonin neurons in the brainstem are not independent, as once thought, but interact to influence decision-making.","Summary: Serotonin neurons in the brainstem are not independent, as once thought, but interact to influence decision-making. Researchers found that clusters of serotonin neurons compete and collabora… [+7537 chars]","https://neurosciencenews.com/files/2025/04/serotonin-decision-making-neuroscience.jpg"
"b379fe06-1372-4201-a452-7e9453bfd16a","Scientists Built An AI To Find Alien Worlds — And It Just Flagged 44 - The Daily Galaxy","","b5dedc71-4d5b-47df-875d-34b602e015b7","The Daily Galaxy --Great Discoveries Channel","2025-04-25T19:30:00.0000000Z","https://dailygalaxy.com/2025/04/scientists-built-ai-find-alien-worlds/","An advanced AI model has just identified 44 star systems that could host Earth-like planets. This breakthrough may transform the search for habitable worlds—are we closer to discovering life beyond Earth?","For decades, astronomers have been searching for Earth-like planets outside our solar system. A breakthrough AI system developed by researchers at the University of Bern and the National Centre of Co… [+3669 chars]","https://dailygalaxy.com/wp-content/uploads/2025/04/Scientists-Built-An-Ai-To-Find-Alien-Worlds-—-And-It-Just-Flagged-44.jpg"
"8c373432-3c05-4951-b3fd-5393574db859","Astrophotographer Spends 80 Hours to Capture What NASA Hasn’t Shown You About Andromeda - The Daily Galaxy","","748c7de0-bb1c-4d3a-aea7-8ac5760ef78a","The Daily Galaxy --Great Discoveries Channel","2025-04-25T18:30:00.0000000Z","https://dailygalaxy.com/2025/04/astrophotographer-spends-80-hours-capture-andromeda/","A mesmerizing new image of the Andromeda Galaxy reveals it cloaked in glowing gas and surrounded by stars like never before.","A stunning new photograph of the Andromeda Galaxy has unveiled the vast, glowing gases that surround this majestic spiral system. Captured by Miguel Claro, a professional astrophotographer and scienc… [+3006 chars]","https://dailygalaxy.com/wp-content/uploads/2025/04/Astrophotographer-Spends-80-Hours-to-Capture-What-NASA-Hasnt-Shown-You-About-Andromeda.jpg"
"acc07203-af5b-4d34-a5e2-e0138f7f6ec0","The sun might be spitting out particles that create water on the moon - Space","Sharmila Kuthunur","c22a61f2-c3af-455c-8906-856ea2fa94a7","Space.com","2025-04-25T18:03:08.0000000Z","https://www.space.com/the-universe/sun/the-sun-might-be-spitting-out-particles-that-create-water-on-the-moon","""With only lunar soil and a basic ingredient from the sun — which is always spitting out hydrogen — there's a possibility of creating water.""","Future moon astronauts may find water more accessible than previously thought, according to a new experiment that suggests the sun is replenishing the sought-after resource on the lunar surface.
Bec… [+4197 chars]","https://cdn.mos.cms.futurecdn.net/vtiMUpve68SChhWey8GvhE.jpg"
